"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.380371962E1,5.114934849E-1,-5.734264988E-1,-3.301337957E-1
1.381368963E1,4.525710563E-1,-3.989952850E-1,-5.397208089E-1
1.382365962E1,4.985813710E-1,-1.461844844E-1,-7.747870642E-1
1.383362963E1,5.644998470E-1,7.021278083E-2,-9.787484711E-1
1.384359963E1,5.705690741E-1,2.289962608E-1,-1.183352487E0
1.385357063E1,5.166574169E-1,3.281779021E-1,-1.278811791E0
1.386354062E1,3.838777475E-1,3.351477832E-1,-1.320876076E0
1.387351063E1,1.621275391E-1,2.617576253E-1,-1.345954784E0
1.388348062E1,-8.927536167E-2,1.754708487E-1,-1.362025856E0
1.389345063E1,-1.563759254E-1,9.905534148E-2,-1.276564121E0
1.390342062E1,-1.676615450E-1,1.551155216E-1,-1.145827396E0
1.391339063E1,-2.229748529E-1,3.027214640E-1,-9.816428429E-1
1.392336062E1,-2.518066327E-1,4.093015873E-1,-8.102241147E-1
1.393333063E1,-3.170497371E-1,4.900995827E-1,-7.671277964E-1
1.394330162E1,-4.380943370E-1,4.926039451E-1,-8.690143597E-1
1.395327163E1,-5.456340981E-1,4.906679320E-1,-9.895418465E-1
1.396324162E1,-6.174449960E-1,5.161167687E-1,-1.068074630E0
1.397321163E1,-5.926208978E-1,5.785182542E-1,-1.197745408E0
1.398318162E1,-4.261945588E-1,6.464178765E-1,-1.179788024E0
1.399315163E1,-3.255580206E-1,7.513192642E-1,-9.090233481E-1
1.400312162E1,-2.739423640E-1,7.752840775E-1,-4.887746036E-1
1.401309163E1,-2.187771916E-1,7.019763654E-1,-5.978485644E-2
1.402306163E1,-1.655835359E-1,5.638440818E-1,2.096834922E-1
1.403303263E1,-7.859946052E-2,4.402479762E-1,2.424559665E-1
1.404300262E1,3.323259534E-2,4.166094375E-1,1.066274858E-1
1.405297263E1,1.495577065E-1,4.136682880E-1,1.017351204E-1
1.406294262E1,2.033896406E-1,4.593297797E-1,2.684076637E-1
1.407291263E1,6.510346552E-2,5.799373734E-1,3.278405178E-1
1.408288262E1,-1.501005291E-1,9.211516428E-1,1.737698936E-1
1.409285263E1,-4.278894474E-1,1.337212027E0,8.319593847E-2
1.410282262E1,-5.437067096E-1,1.759794395E0,1.819828928E-2
1.411279263E1,-4.066892707E-1,2.039430467E0,7.065190673E-2
1.412276404E1,-3.680009125E-2,2.000159982E0,9.839577556E-2
1.413273404E1,3.458838558E-1,1.764832356E0,2.238998276E-1
1.414270404E1,4.494265333E-1,1.409064367E0,3.371796906E-1
1.415267404E1,2.974291492E-1,8.609329230E-1,3.604352367E-1
1.416264404E1,1.115138942E-2,3.880551445E-1,3.393174326E-1
1.417261404E1,-3.574837815E-1,1.450688356E-1,3.896625441E-1
1.418258404E1,-6.271208954E-1,1.192399299E-1,6.850252873E-1
1.419255404E1,-6.842370826E-1,5.350845516E-2,9.905376273E-1
1.420252404E1,-4.551313327E-1,-2.057138175E-1,1.068103867E0
1.421249504E1,-1.417785343E-1,-5.507129896E-1,9.652747321E-1
1.422246504E1,4.969261704E-2,-7.330402833E-1,7.602035236E-1
1.423243504E1,7.762977289E-2,-7.521419674E-1,6.858058906E-1
1.424240504E1,6.271752745E-2,-6.278915584E-1,9.371244818E-1
1.425237504E1,1.409540038E-1,-6.592519301E-1,1.325865505E0
1.426234504E1,2.593514596E-1,-8.950923568E-1,1.575019457E0
1.427231504E1,1.885714623E-1,-1.126446215E0,1.502064916E0
1.428228504E1,1.263675031E-1,-1.223377848E0,1.079512369E0
1.429225504E1,-4.180357195E-2,-1.247073104E0,4.047454369E-1
1.430222604E1,-2.993339162E-1,-1.364544836E0,-3.295929283E-1
1.431219604E1,-4.645418051E-1,-1.272704374E0,-9.190156549E-1
1.432216604E1,-5.824326727E-1,-1.017636548E0,-1.182939674E0
1.433213604E1,-6.327913789E-1,-8.029782450E-1,-1.073470441E0
1.434210604E1,-4.793671280E-1,-7.007186294E-1,-5.869575405E-1
1.435207604E1,-1.567113363E-1,-6.691565287E-1,-2.449164748E-1
1.436204604E1,1.617303304E-1,-7.526775724E-1,-7.628160596E-2
1.437201604E1,4.028858761E-1,-8.890632927E-1,-1.832055455E-1
1.438198604E1,4.141236399E-1,-1.010595916E0,-5.021366608E-1
1.439195704E1,1.512031496E-1,-9.871982825E-1,-7.628792095E-1
1.440192704E1,-1.997006140E-1,-7.897079891E-1,-9.980957383E-1
1.441189704E1,7.076391745E-2,-4.973331732E-1,-7.934203863E-1
1.442186704E1,5.576895218E-2,-2.425752497E-1,-8.760017824E-1
1.443183704E1,-7.398060235E-1,-1.538893604E-1,-1.358358482E0
1.444180704E1,-1.050043133E0,-1.112999958E-1,-1.446162027E0
1.445177704E1,-1.110159819E0,-1.353566104E-1,-8.679700470E-1
1.446174704E1,-1.095581979E0,-2.460268611E-1,1.754480445E-1
1.447171704E1,-1.162420405E0,-4.249393809E-1,6.053318310E-1
1.448168804E1,-1.215756733E0,-4.939534825E-1,3.443015993E-1
1.449165804E1,-1.142112806E0,-4.454525828E-1,-2.492065769E-1
1.450162804E1,-9.606870067E-1,-3.986140466E-1,-7.569583189E-1
1.451159804E1,-7.895473368E-1,-2.848897952E-1,-8.667935872E-1
1.452156804E1,-5.396005024E-1,-1.768578082E-1,-4.332219619E-1
1.453153804E1,-1.316922335E-1,-4.734198153E-2,3.180183649E-1
1.454150804E1,1.090084720E-1,5.594498992E-2,5.603889620E-1
1.455147804E1,-5.398061782E-2,5.718927741E-2,2.540124035E-1
1.456144804E1,-3.142317811E-1,3.265260637E-2,-1.429445422E-1
1.457141904E1,-4.041110871E-1,1.099487042E-1,-3.966423655E-1
1.458138904E1,-2.956339078E-1,2.362877387E-1,-4.086835366E-1
1.459135904E1,7.662805349E-2,3.251180542E-1,-2.534563333E-1
1.460132904E1,2.850416766E-1,4.785174179E-1,-3.779850698E-1
1.461129904E1,1.625955722E-1,6.079636627E-1,-7.265253156E-1
1.462126904E1,-5.674942061E-2,7.897495043E-1,-8.854976606E-1
1.463123904E1,-2.555018355E-1,9.401510006E-1,-7.254815876E-1
1.464120904E1,-3.680771090E-1,9.145466280E-1,-3.078056180E-1
1.465117904E1,-4.733990577E-1,7.742748481E-1,2.573839080E-1
1.466114904E1,-4.766791995E-1,7.157120597E-1,5.835035902E-1
1.467112004E1,-5.586220796E-1,8.279499489E-1,7.732586020E-1
1.468109004E1,-5.142924374E-1,8.828605664E-1,8.686693740E-1
1.469106004E1,-3.300209445E-1,9.300113440E-1,1.215644320E0
1.470103004E1,-3.363987949E-1,1.079139317E0,1.039557760E0
1.471100004E1,-2.979746944E-1,1.269677271E0,-8.981481117E-1
1.472097004E1,2.178369959E-1,1.400370727E0,-1.098286024E0
1.473094004E1,4.265138899E-1,1.236919999E0,-7.173598051E-2
1.474091004E1,3.453605300E-1,1.123648322E0,4.995960456E-1
1.475088004E1,2.678170949E-3,1.082022579E0,1.006177175E0
1.476085104E1,1.102409188E-1,8.781143814E-1,3.351857901E-1
1.477082104E1,3.748288889E-1,3.372521961E-1,8.334153414E-2
1.478079104E1,3.454532084E-1,-1.760561550E-1,3.396144712E-1
1.479076104E1,4.611766228E-1,-6.848434389E-2,1.975113434E-1
1.480073104E1,1.073083940E0,4.280921996E-1,-1.182482421E-1
1.481070104E1,1.908482072E0,8.821746880E-1,3.931661958E-1
1.482067104E1,2.403348744E0,1.017773958E0,1.366868520E0
1.483064104E1,1.898981955E0,7.152425283E-1,1.593122436E0
1.484061104E1,1.613703905E0,4.173508644E-1,1.252396994E0
1.485058104E1,1.714907075E0,2.564641410E-1,1.169697484E0
1.486055204E1,1.730739580E0,1.615000963E-2,1.326787611E0
1.487052204E1,1.438361548E0,-2.736572939E-1,1.522040175E0
1.488049204E1,1.180110352E0,-3.962131798E-1,1.460169032E0
1.489046204E1,1.037561374E0,-3.408324462E-1,9.821147132E-1
1.490043204E1,9.374849626E-1,-2.643192905E-1,3.941993988E-1
1.491040204E1,9.083655363E-1,-3.029939443E-1,1.468808877E-1
1.492037204E1,7.448988752E-1,-5.288005489E-1,-2.508455515E-3
1.493034204E1,4.598349792E-1,-8.729623997E-1,-1.837335491E-1
1.494031204E1,3.162526520E-1,-1.063774588E0,-1.543501210E-1
1.495028304E1,4.049854651E-1,-1.091237791E0,-1.163081360E-1
1.496025304E1,7.115998591E-1,-8.498349077E-1,1.812636852E-5
1.497022304E1,1.297394827E0,-5.076400602E-1,1.785488230E-1
1.498019304E1,1.629681714E0,-3.542880589E-1,2.647759581E-1
1.499016304E1,1.634834865E0,-3.673057151E-1,7.789017498E-2
1.500013304E1,1.303478270E0,-3.839778811E-1,-2.565384007E-1
1.501010304E1,8.735515067E-1,-3.345683241E-1,-6.246574634E-1
1.502007304E1,5.068363604E-1,-3.561983442E-1,-7.841665828E-1
1.503004304E1,1.579708631E-1,-4.394317049E-1,-7.372134411E-1
1.504001304E1,-9.807213217E-2,-4.842582142E-1,-6.273506910E-1
1.504998404E1,-2.672018217E-1,-4.757616252E-1,-7.634943366E-1
1.505995404E1,-3.345069283E-1,-4.854446143E-1,-1.062915047E0
1.506992404E1,-4.006939012E-1,-5.657344866E-1,-1.181641007E0
1.507989404E1,-4.604656014E-1,-6.503898901E-1,-1.194159311E0
1.508986404E1,-4.459026723E-1,-7.240542823E-1,-1.159467781E0
1.509983404E1,-3.595531842E-1,-7.173896259E-1,-1.039396377E0
1.510980404E1,-2.717358989E-1,-6.445964688E-1,-9.040573078E-1
1.511977404E1,-2.039329018E-1,-5.667717826E-1,-6.822665709E-1
1.512974400E1,-2.774752334E-1,-4.818883377E-1,-4.538047457E-1
1.513971400E1,-5.098146397E-1,-3.796012402E-1,-3.138726890E-1
1.514968500E1,-6.937092796E-1,-2.130813092E-1,-2.944903386E-1
1.515965500E1,-8.051216150E-1,-2.522430360E-2,-2.388739622E-1
1.516962500E1,-7.140234569E-1,1.296684390E-1,2.857943594E-2
1.517959500E1,-4.255169396E-1,2.043356287E-1,2.314392275E-1
1.518956500E1,-8.685000971E-2,8.923435807E-2,-2.157271743E-2
1.519953500E1,-6.725387044E-2,3.024723727E-1,-1.408699501E-1
1.520950500E1,-2.587139303E-1,3.950776505E-1,-1.885902464E-1
1.521947500E1,-3.736025816E-1,2.794331735E-1,-1.996432382E-1
1.522944500E1,-4.728800442E-1,2.330963284E-1,-6.588993430E-2
1.523941500E1,-4.950087588E-1,2.246482712E-1,5.357745230E-2
1.524938600E1,-4.693326847E-1,2.098138851E-1,2.732555902E-1
1.525935600E1,-3.773452382E-1,1.912413740E-1,3.972627550E-1
1.526932600E1,-3.299906851E-1,2.635983288E-1,3.501798052E-1
1.527929600E1,-3.555407517E-1,3.665713048E-1,3.237673473E-1
1.528926600E1,-3.161529569E-1,5.581483090E-1,3.677004021E-1
1.529923600E1,-7.822522044E-2,7.496639174E-1,2.837928575E-1
1.530920600E1,2.093649651E-1,6.543437773E-1,-1.123068863E-1
1.531917600E1,2.881091990E-1,5.799385428E-1,-3.923996258E-1
1.532914600E1,1.803029146E-1,6.792190021E-1,-3.534407973E-1
1.533911600E1,6.821237527E-2,7.963434094E-1,-4.249107295E-1
1.534908700E1,5.778591268E-2,6.733080518E-1,-5.392606330E-1
1.535905700E1,1.386835299E-2,4.783747458E-1,-3.765618575E-1
1.536902700E1,-5.670761302E-2,3.384543836E-1,2.120317340E-2
1.537899700E1,-2.175890008E-1,2.330121285E-1,3.613918412E-1
1.538896700E1,-3.156829870E-1,1.541098005E-1,6.046997470E-1
1.539893700E1,-3.500154253E-1,1.798393035E-1,9.057149935E-1
1.540890700E1,-3.632757410E-1,3.092498803E-1,1.092960380E0
1.541887700E1,-3.867495344E-1,4.385920447E-1,1.136096460E0
1.542884700E1,-5.064277862E-1,4.550402623E-1,1.023909441E0
1.543881700E1,-7.242032401E-1,3.074483532E-1,8.199801940E-1
1.544878800E1,-9.273055449E-1,2.236676931E-2,7.234198594E-1
1.545875800E1,-1.149824479E0,-3.148713934E-1,9.534212565E-1
1.546872800E1,-1.137790910E0,-4.877975339E-1,1.399314719E0
1.547869800E1,-7.136358596E-1,-4.900025189E-1,1.626959689E0
1.548866800E1,-6.346747671E-1,-7.079913962E-1,1.746028295E0
1.549863800E1,-7.135102907E-1,-8.645190203E-1,1.723522362E0
1.550860800E1,-8.915414158E-1,-9.649490422E-1,1.498378247E0
1.551857800E1,-1.048747829E0,-1.056267348E0,1.116752116E0
1.552854800E1,-1.241510648E0,-1.134277391E0,6.711796653E-1
1.553851800E1,-1.493407237E0,-1.326564247E0,3.091972554E-1
1.554848900E1,-1.769920164E0,-1.523466311E0,1.155520910E-1
1.555845900E1,-1.930175827E0,-1.606776270E0,-6.316513181E-2
1.556842900E1,-1.949049031E0,-1.532477455E0,-3.156835717E-1
1.557839900E1,-1.538841126E0,-9.015073371E-1,-6.223179924E-1
1.558836900E1,-9.382592071E-1,-3.212050974E-1,-1.024675426E0
1.559833900E1,-6.028423789E-1,-1.039488763E-1,-1.075736237E0
1.560830900E1,-5.169643592E-1,-1.343982518E-1,-9.248155081E-1
1.561827900E1,-4.882088124E-1,-2.202306998E-1,-8.205871350E-1
1.562824900E1,-4.317831448E-1,-2.618055725E-1,-8.418680763E-1
1.563821900E1,-3.635600618E-1,-2.341634452E-1,-9.198015207E-1
1.564819000E1,-2.825346829E-1,-2.364520454E-1,-9.931981105E-1
1.565816000E1,-2.095501026E-1,-1.724507618E-1,-9.807382786E-1
1.566813000E1,-1.869923486E-1,-5.630342424E-2,-9.988424277E-1
1.567810000E1,-1.800390225E-1,-1.438064218E-2,-1.066311110E0
1.568807000E1,-1.339651924E-1,-2.251353443E-2,-1.101022521E0
1.569804000E1,-5.853165194E-2,-5.163208365E-2,-9.890179360E-1
1.570801000E1,-4.876285493E-3,-5.040124476E-2,-8.966436231E-1
1.571798000E1,6.172101572E-3,-4.056038082E-2,-9.256235933E-1
1.572795000E1,2.241658028E-2,3.716314852E-2,-9.391259837E-1
1.573792000E1,9.826742917E-2,1.002996290E-1,-9.083181739E-1
1.574789000E1,1.364775217E-1,1.455436295E-1,-7.827673441E-1
1.575786100E1,1.996533612E-1,1.847047716E-1,-6.227495170E-1
1.576783100E1,3.925124770E-1,2.869415832E-1,-3.587278497E-1
1.577780100E1,5.490747825E-1,4.250405377E-1,-1.762175381E-2
1.578777100E1,5.931559911E-1,6.056037265E-1,1.888621420E-1
1.579774100E1,5.127201577E-1,7.158184791E-1,1.671602011E-1
1.580771100E1,3.785899277E-1,8.294281250E-1,6.522978365E-2
1.581768100E1,2.883520778E-1,8.616240638E-1,-2.466788256E-1
1.582765100E1,1.827577950E-1,8.292456919E-1,-4.315590137E-1
1.583762100E1,-9.380103350E-3,9.270567459E-1,-3.467609382E-1
1.584759100E1,-1.320400332E-1,9.973350155E-1,-3.128728151E-1
1.585756200E1,-1.354432954E-1,1.004946336E0,-9.756079316E-2
1.586753200E1,-1.152227100E-1,1.107666712E0,4.894090265E-1
1.587750200E1,-1.679437280E-2,1.134462163E0,9.905914217E-1
1.588747200E1,1.764883373E-2,1.137785720E0,1.370009644E0
1.589744200E1,1.108811159E-2,1.357047536E0,1.807031711E0
1.590741200E1,1.602844236E-1,1.519623520E0,1.685034235E0
1.591738200E1,4.791492096E-1,1.071569511E0,6.192657459E-1
1.592735200E1,2.871677973E-1,5.560772252E-1,-3.250695223E-1
1.593732200E1,-2.623967626E-1,4.373834252E-1,-8.785084838E-1
1.594729200E1,-3.946063650E-1,7.541943401E-1,-1.312256695E0
1.595726200E1,1.025828936E-1,1.189185669E0,-1.550926589E0
1.596723300E1,7.465499827E-1,1.479268377E0,-1.312653136E0
1.597720300E1,1.203379785E0,1.241301318E0,-4.343218231E-1
1.598717300E1,1.412837721E0,7.474121547E-1,7.895717490E-1
1.599714300E1,1.292098565E0,2.873853868E-1,1.965594167E0
1.600711300E1,1.162389269E0,-8.705334663E-2,2.861181198E0
1.601708300E1,1.236385564E0,-4.822684067E-1,3.204040289E0
1.602705300E1,1.508414554E0,-7.585300505E-1,3.045384278E0
1.603702300E1,1.685174568E0,-9.242266935E-1,2.635457624E0
1.604699300E1,1.751833118E0,-8.920330936E-1,2.000306747E0
1.605696300E1,1.803195938E0,-9.003127509E-1,1.475726718E0
1.606693300E1,1.496717199E0,-9.160417610E-1,7.771616185E-1
1.607690400E1,1.102336098E0,-9.498035842E-1,8.992257535E-2
1.608687400E1,8.375162130E-1,-1.130739825E0,-5.215570182E-1
1.609684400E1,7.703935394E-1,-1.327115055E0,-1.083660969E0
1.610681400E1,7.800198837E-1,-1.347825893E0,-1.456737301E0
1.611678400E1,7.489340387E-1,-1.332154770E0,-1.548184245E0
1.612675337E1,6.189962623E-1,-1.439331894E0,-1.369829550E0
1.613672338E1,3.261897757E-1,-1.704744614E0,-1.057264298E0
1.614669338E1,2.759951569E-2,-1.872671970E0,-6.957987821E-1
1.615666338E1,-1.136240813E-1,-1.801853417E0,-4.363759500E-1
1.616663338E1,-1.522803163E-1,-1.669991103E0,-3.048551130E-1
1.617660438E1,-2.721882175E-1,-1.532062302E0,-3.296262574E-1
1.618657437E1,-5.156182936E-1,-1.325446259E0,-2.770328915E-1
1.619654438E1,-7.235536145E-1,-1.034947815E0,-3.654147255E-1
1.620651437E1,-8.654595450E-1,-8.020789433E-1,-6.062773257E-1
1.621648438E1,-9.164039961E-1,-5.938765508E-1,-8.416488057E-1
1.622645437E1,-9.018403360E-1,-4.246838576E-1,-9.451357520E-1
1.623642438E1,-8.780028458E-1,-3.104497290E-1,-1.015274273E0
1.624639438E1,-7.770273518E-1,-3.209636074E-1,-1.113089420E0
1.625636438E1,-6.163699123E-1,-3.800362730E-1,-1.122482972E0
1.626633438E1,-5.074770325E-1,-4.349726182E-1,-1.057900475E0
1.627630438E1,-5.438600528E-1,-4.749026692E-1,-9.875268960E-1
1.628627537E1,-7.015688145E-1,-4.439095026E-1,-9.807242453E-1
1.629624538E1,-7.796955094E-1,-3.039610738E-1,-9.603472835E-1
1.630621537E1,-5.059701319E-1,-1.283083767E-1,-9.178280854E-1
1.631618538E1,2.502538864E-2,1.371569681E-1,-9.261165136E-1
1.632615538E1,5.003077248E-1,4.646302807E-1,-8.870518506E-1
1.633612538E1,8.141262540E-1,7.138924062E-1,-8.415137351E-1
1.634609538E1,8.964258143E-1,9.098144764E-1,-9.020803642E-1
1.635606538E1,7.117328833E-1,1.101678579E0,-8.183616847E-1
1.636603538E1,4.236338073E-1,1.221202683E0,-5.535313475E-1
1.637600538E1,1.501695811E-1,1.328335369E0,-2.547889137E-1
1.638597538E1,8.152370788E-3,1.398035349E0,-3.178546429E-2
1.639594638E1,4.738543365E-2,1.399886577E0,1.710316426E-1
1.640591637E1,4.742921468E-2,1.384447589E0,3.174856836E-1
1.641588638E1,-5.007372759E-3,1.344094784E0,3.587360358E-1
1.642585638E1,-7.625807092E-2,1.270040383E0,4.262035489E-1
1.643582638E1,-1.294194207E-1,1.225300997E0,5.713185775E-1
1.644579638E1,-9.174915416E-2,1.247133915E0,7.526138377E-1
1.645576638E1,-2.397014894E-2,1.371124708E0,9.671487647E-1
1.646573638E1,5.649115641E-2,1.441763751E0,9.985237545E-1
1.647570638E1,-7.318959832E-3,1.483245068E0,7.911610222E-1
1.648567638E1,-2.616798939E-1,1.341225556E0,5.430431968E-1
1.649564637E1,-5.461936766E-1,1.123822569E0,3.938877422E-1
1.650561638E1,-7.821320441E-1,1.064714236E0,3.251075292E-1
1.651558738E1,-9.105403351E-1,1.038869542E0,1.721391052E-1
1.652555738E1,-9.352295454E-1,1.068165262E0,1.005036968E-1
1.653552738E1,-8.096895330E-1,1.033583660E0,1.478567880E-1
1.654549738E1,-5.764290806E-1,8.699247712E-1,3.895058388E-1
1.655546738E1,-3.477982342E-1,6.265507919E-1,7.883368170E-1
1.656543738E1,-3.233111183E-1,4.104914957E-1,1.307251478E0
1.657540737E1,-4.539935742E-1,1.678343850E-1,1.710766661E0
1.658537738E1,-7.066657593E-1,-1.182996976E-1,1.938673001E0
1.659534737E1,-1.010255900E0,-4.253966331E-1,2.025247461E0
1.660531738E1,-1.250477646E0,-6.118421209E-1,1.826526328E0
1.661528737E1,-1.375490970E0,-7.052133840E-1,1.351337146E0
1.662525838E1,-1.407469393E0,-8.253742504E-1,8.854251552E-1
1.663522838E1,-1.473202621E0,-9.090911758E-1,5.936385691E-1
1.664519838E1,-1.409263172E0,-9.185028541E-1,4.088443351E-1
1.665516838E1,-1.137445193E0,-9.726697057E-1,2.066505414E-1
1.666513838E1,-8.882289682E-1,-1.082425452E0,-3.551364899E-2
1.667510837E1,-8.551096809E-1,-1.295106227E0,-3.183762145E-1
1.668507838E1,-9.521352345E-1,-1.483314650E0,-6.453349721E-1
1.669504837E1,-9.620448764E-1,-1.633391041E0,-8.277797949E-1
1.670501838E1,-8.714323296E-1,-1.671101489E0,-8.247187775E-1
1.671498837E1,-6.975704885E-1,-1.590934993E0,-6.631993854E-1
1.672495838E1,-5.477321156E-1,-1.499168206E0,-3.473281181E-1
1.673492938E1,-3.875029481E-1,-1.444120179E0,-5.681154728E-2
1.674489938E1,-3.264319235E-1,-1.430109081E0,9.788239002E-2
1.675486937E1,-3.333577312E-1,-1.401652436E0,1.229026258E-2
1.676483938E1,-3.089963670E-1,-1.320955598E0,-2.280010647E-1
1.677480937E1,-3.157756653E-1,-1.222745764E0,-4.037479019E-1
1.678477938E1,-5.227353783E-1,-1.256322815E0,-4.652220190E-1
1.679474937E1,-6.862207505E-1,-1.181742164E0,-6.283061260E-1
1.680471938E1,-7.801382898E-1,-1.055667424E0,-9.681498080E-1
1.681468937E1,-9.800768124E-1,-9.654635972E-1,-1.238872969E0
1.682465938E1,-1.029518383E0,-8.762613988E-1,-1.374588014E0
1.683462937E1,-9.100097734E-1,-7.167885321E-1,-1.268682659E0
1.684459938E1,-6.618619810E-1,-5.476034403E-1,-1.065530507E0
1.685457037E1,-3.813060324E-1,-3.557679892E-1,-7.989933676E-1
1.686454038E1,8.350187575E-2,-1.723963827E-1,-4.171152216E-1
1.687451037E1,5.003295423E-1,4.073111951E-2,1.202824885E-1
1.688448038E1,5.874188493E-1,1.430199713E-1,5.279860318E-1
1.689445037E1,6.697737023E-1,2.427845800E-1,4.844131655E-1
1.690442038E1,8.701934507E-1,3.573525846E-1,5.129820764E-2
1.691439037E1,9.431936724E-1,4.546280336E-1,-6.494385481E-1
1.692436038E1,8.472084846E-1,5.440138346E-1,-1.288521677E0
1.693433037E1,7.650570050E-1,6.782278991E-1,-1.550806721E0
1.694430038E1,9.003323391E-1,7.998686957E-1,-1.325725756E0
1.695427038E1,1.166766787E0,9.578891140E-1,-8.029665506E-1
1.696424038E1,1.322409946E0,1.215039133E0,-1.569082779E-1
1.697421137E1,1.321613263E0,1.359019217E0,1.972365242E-1
1.698418138E1,1.186351670E0,1.377537934E0,2.964450628E-1
1.699415137E1,1.113211919E0,1.407324235E0,5.889473480E-1
1.700412138E1,1.183806670E0,1.381814003E0,8.605095845E-1
1.701409137E1,1.019198486E0,1.334425244E0,9.559548551E-1
1.702406138E1,6.169365075E-1,1.372195918E0,9.743379164E-1
1.703403137E1,2.468630129E-1,1.176665027E0,5.120874524E-1
1.704400138E1,4.910327252E-2,6.352923793E-1,-1.810648799E-1
1.705397138E1,-1.950865030E-1,2.313854331E-1,-4.536550570E-1
1.706394138E1,-4.132405642E-1,2.688046896E-1,-2.976513433E-1
1.707391138E1,-1.987364081E-1,5.309195799E-1,-2.609758526E-1
1.708388138E1,4.975129019E-1,7.609467047E-1,-2.134982157E-1
1.709385237E1,1.079312833E0,6.757673907E-1,3.515848911E-1
1.710382238E1,1.280012517E0,3.837527633E-1,1.364528464E0
1.711379237E1,1.204932221E0,-3.028331459E-2,2.293506020E0
1.712376238E1,9.308646720E-1,-4.055254555E-1,2.979418330E0
1.713373225E1,7.484573445E-1,-5.539003068E-1,3.263109446E0
1.714370225E1,7.313871293E-1,-5.972457165E-1,3.244888937E0
1.715367225E1,9.238037936E-1,-6.597594684E-1,3.137911788E0
1.716364225E1,1.112030563E0,-6.747160614E-1,2.861057822E0
1.717361225E1,1.255358609E0,-5.999453759E-1,2.264189835E0
1.718358225E1,1.306421320E0,-4.973015982E-1,1.258992069E0
1.719355225E1,1.190388296E0,-4.408291894E-1,2.200704861E-1
1.720352225E1,9.625994848E-1,-4.986178064E-1,-6.384487063E-1
1.721349325E1,6.130991261E-1,-6.549969113E-1,-1.146817914E0
1.722346325E1,2.182096097E-1,-9.124135637E-1,-1.308963543E0
1.723343325E1,5.444488674E-4,-1.175888516E0,-1.137826066E0
1.724340325E1,7.000184253E-2,-1.372407002E0,-6.285809451E-1
1.725337325E1,3.050186158E-1,-1.468831097E0,-1.521001124E-1
1.726334325E1,4.897984511E-1,-1.450569073E0,8.302344561E-2
1.727331325E1,6.163328556E-1,-1.490916615E0,1.002575290E-1
1.728328325E1,4.452765086E-1,-1.571377226E0,-4.887102842E-3
1.729325325E1,4.958526582E-2,-1.560045907E0,-2.110844851E-1
1.730322325E1,-3.988613107E-1,-1.360410855E0,-5.786311054E-1
1.731319325E1,-5.292680338E-1,-1.037942759E0,-9.700998545E-1
1.732316325E1,-3.271096889E-1,-6.944100684E-1,-1.349615141E0
1.733313325E1,-3.876068093E-2,-3.899595827E-1,-1.556603651E0
1.734310425E1,2.053997489E-1,-1.325938010E-1,-1.601644753E0
1.735307425E1,2.655095644E-1,1.404442728E-2,-1.695698971E0
1.736304425E1,1.737966447E-1,8.075881898E-2,-1.775260280E0
1.737301425E1,5.894804679E-2,1.026367611E-1,-1.642342544E0
1.738298425E1,9.074169718E-2,1.307618684E-1,-1.289854842E0
1.739295425E1,9.542071223E-2,1.191288328E-1,-8.075671399E-1
1.740292425E1,2.523037009E-2,1.043277758E-1,-3.645353043E-1
1.741289425E1,-1.383228298E-1,1.170951712E-1,-1.188604456E-1
1.742286425E1,-4.478591506E-1,8.952964246E-2,-1.702545476E-1
1.743283425E1,-6.668924868E-1,5.896800041E-2,-3.705485809E-1
1.744280425E1,-6.198818231E-1,2.507122350E-1,-6.084431344E-1
1.745277425E1,-4.912540423E-1,4.961116898E-1,-8.250748730E-1
1.746274525E1,-2.856285178E-1,7.448680311E-1,-1.000939239E0
1.747271525E1,-1.037580378E-1,8.694797981E-1,-1.041759236E0
1.748268525E1,5.533666022E-2,8.908770990E-1,-7.670816034E-1
1.749265525E1,2.448488664E-1,8.780477232E-1,-3.328094816E-1
1.750262525E1,3.709549624E-1,8.808485395E-1,1.595003486E-2
1.751259525E1,3.809447110E-1,7.570074356E-1,2.367140007E-1
1.752256525E1,3.120134937E-1,6.167876959E-1,3.574180734E-1
1.753253525E1,3.253573515E-1,5.590031719E-1,3.949232841E-1
1.754250525E1,4.461151455E-1,6.176589310E-1,2.422442973E-1
1.755247525E1,5.654444647E-1,7.049461663E-1,9.799114823E-2
1.756244525E1,6.680893388E-1,7.789608067E-1,1.183552462E-1
1.757241525E1,7.244019724E-1,8.797293824E-1,2.328256023E-1
1.758238525E1,6.897577313E-1,9.699688768E-1,2.548871469E-1
1.759235625E1,4.923310263E-1,1.000299554E0,3.920949858E-1
1.760232625E1,5.328721114E-1,1.179321417E0,5.613876665E-1
1.761229625E1,6.030946497E-1,1.214574280E0,6.283148968E-1
1.762226625E1,6.532273246E-1,1.179715519E0,4.837682176E-1
1.763223625E1,6.915140156E-1,1.197521460E0,2.539381438E-1
1.764220625E1,7.042037892E-1,1.333405489E0,7.518408358E-2
1.765217625E1,7.048916410E-1,1.342944637E0,-7.689556360E-2
1.766214625E1,5.566369499E-1,1.126836224E0,-2.117896593E-1
1.767211625E1,9.759141795E-2,8.562545657E-1,-2.100489432E-1
