"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.587707588E2,1.209016355E-1,1.421430643E0,-3.499733984E-2
1.587807278E2,1.825689299E-1,1.694327214E0,-1.112152112E-1
1.587906968E2,2.493961729E-1,1.840416389E0,-2.971186620E-1
1.588006658E2,3.556912445E-1,1.871215428E0,-3.636722553E-1
1.588106358E2,6.688732311E-1,1.998524516E0,-9.008454323E-2
1.588206048E2,1.067371064E0,2.176217891E0,4.979640877E-1
1.588305738E2,1.464110201E0,2.269417246E0,1.269452153E0
1.588405428E2,1.873041660E0,2.179587641E0,1.886750895E0
1.588505118E2,2.350856681E0,2.063751960E0,2.120694485E0
1.588604808E2,2.624521284E0,2.134316744E0,2.052210141E0
1.588704498E2,2.576274446E0,2.216319558E0,1.776124499E0
1.588804188E2,2.355472911E0,1.995747381E0,1.519879628E0
1.588903878E2,2.099009209E0,1.607714163E0,1.261026900E0
1.589003568E2,1.978676288E0,1.265182808E0,8.874319196E-1
1.589103258E2,1.861545303E0,1.058900349E0,9.334407359E-1
1.589202958E2,1.726821946E0,7.425358692E-1,1.801148828E0
1.589302648E2,1.750675955E0,2.116773927E-1,3.088685834E0
1.589402338E2,1.843436768E0,-4.086259416E-1,4.260088366E0
1.589502028E2,1.791087231E0,-9.181306788E-1,5.404577335E0
1.589601718E2,1.492203003E0,-1.249936194E0,6.131738827E0
1.589701408E2,1.160725224E0,-1.468135863E0,6.187511909E0
1.589801098E2,1.005255361E0,-1.582416185E0,5.687006621E0
1.589900788E2,1.047376072E0,-1.509054678E0,4.585192387E0
1.590000478E2,1.305222202E0,-1.211573781E0,3.555380766E0
1.590100168E2,1.851453301E0,-8.254417858E-1,2.932570438E0
1.590199868E2,2.590912365E0,-4.720539057E-1,2.470311788E0
1.590299558E2,3.283230885E0,-2.358284399E-1,1.938278314E0
1.590399248E2,3.679238827E0,-8.561259270E-2,1.313098694E0
1.590498938E2,3.663246108E0,-3.077155709E-2,6.919513142E-1
1.590598628E2,3.215650520E0,-1.846389905E-1,9.088502705E-2
1.590698318E2,2.463189003E0,-4.519397762E-1,-4.430300814E-1
1.590798008E2,1.670310946E0,-7.666854545E-1,-9.797085840E-1
1.590897698E2,1.064491164E0,-1.185002279E0,-1.587559980E0
1.590997388E2,5.538017812E-1,-1.579324469E0,-2.092993886E0
1.591097078E2,1.662883812E-1,-1.814966968E0,-2.498168508E0
1.591196768E2,-8.364763588E-2,-1.979887685E0,-2.858511944E0
1.591296468E2,-2.592187643E-1,-2.179338258E0,-3.138156202E0
1.591396158E2,-3.328276080E-1,-2.327701707E0,-3.375221035E0
1.591495848E2,-3.180951096E-1,-2.387311439E0,-3.636948840E0
1.591595538E2,-3.163194564E-1,-2.343158237E0,-3.961390371E0
1.591695228E2,-4.370752770E-1,-2.204621033E0,-4.319102560E0
1.591794918E2,-5.497227636E-1,-2.028324558E0,-4.537776146E0
1.591894608E2,-6.114471415E-1,-1.881885427E0,-4.718541648E0
1.591994298E2,-6.732715067E-1,-1.650770136E0,-4.792495478E0
1.592093988E2,-5.999564856E-1,-1.307131026E0,-4.804282880E0
1.592193678E2,-3.897637010E-1,-9.140086842E-1,-4.731349390E0
1.592293378E2,-1.368233845E-1,-4.157487273E-1,-4.594809303E0
1.592393068E2,1.750381547E-1,1.047721642E-1,-4.406682740E0
1.592492758E2,3.194608730E-1,6.277728599E-1,-3.960391667E0
1.592592448E2,2.144317237E-1,9.111435485E-1,-3.179463272E0
1.592692135E2,-5.702789426E-2,9.324665898E-1,-2.329217305E0
1.592791825E2,-2.589600250E-1,9.059640849E-1,-1.589356245E0
1.592891515E2,-4.020612726E-1,9.548678577E-1,-1.089353818E0
1.592991205E2,-6.296618029E-1,1.018715360E0,-1.044968773E0
1.593090895E2,-9.581671491E-1,1.150605156E0,-1.262893331E0
1.593190585E2,-1.404692111E0,1.363266635E0,-1.423754327E0
1.593290275E2,-1.862279128E0,1.503278798E0,-1.572516848E0
1.593389975E2,-2.177786699E0,1.640432843E0,-1.684544238E0
1.593489665E2,-2.363096804E0,1.844831622E0,-1.687055617E0
1.593589355E2,-2.383570391E0,2.053450921E0,-1.599752594E0
1.593689045E2,-2.291854182E0,2.152718516E0,-1.469563753E0
1.593788735E2,-2.165993742E0,2.192477828E0,-1.332638335E0
1.593888425E2,-2.065659030E0,2.138279402E0,-1.276492200E0
1.593988115E2,-2.053193789E0,2.155139848E0,-1.151679874E0
1.594087805E2,-1.986842948E0,2.243751478E0,-9.359228790E-1
1.594187495E2,-1.743007185E0,2.396232828E0,-6.985855651E-1
1.594287185E2,-1.449898251E0,2.780578499E0,-4.359567046E-2
1.594386885E2,-9.177168421E-1,3.346676683E0,1.103790008E0
1.594486575E2,-4.828908429E-2,3.986055681E0,2.492340004E0
1.594586265E2,8.115328677E-1,4.408844456E0,3.867457191E0
1.594685955E2,1.603723292E0,4.238611251E0,5.067964824E0
1.594785645E2,2.723268185E0,3.649442001E0,6.368472708E0
1.594885335E2,4.145367457E0,3.202413886E0,7.971343038E0
1.594985025E2,5.158691391E0,2.642947614E0,9.407651922E0
1.595084715E2,5.344774936E0,1.925197800E0,1.017493876E1
1.595184405E2,5.197619230E0,9.789361668E-1,1.028615514E1
1.595284095E2,4.733609631E0,-1.305580929E-1,9.976166174E0
1.595383785E2,3.472671901E0,-1.128593605E0,8.881267442E0
1.595483485E2,2.043389324E0,-1.932925480E0,7.026210210E0
1.595583175E2,9.478121687E-1,-2.543639966E0,5.039794108E0
1.595682865E2,1.137884611E-1,-2.815104846E0,3.179559751E0
1.595782555E2,-3.304584624E-1,-2.921484702E0,1.490724826E0
1.595882245E2,-4.562549483E-1,-2.915591294E0,1.477989006E-1
1.595981935E2,-3.396552555E-1,-2.792411217E0,-8.547588480E-1
1.596081625E2,-1.368495873E-1,-2.684048278E0,-1.517471160E0
1.596181315E2,1.130617253E-1,-2.571266305E0,-2.141062676E0
1.596281005E2,3.337049462E-1,-2.574693943E0,-2.753974838E0
1.596380695E2,4.221706877E-1,-2.448722699E0,-3.256245984E0
1.596480385E2,5.233959675E-1,-2.324835402E0,-3.623566902E0
1.596580075E2,5.002097109E-1,-2.268237863E0,-3.928126731E0
1.596679775E2,3.446722396E-1,-2.236371122E0,-4.220006288E0
1.596779465E2,1.892185663E-1,-2.170734372E0,-4.553034455E0
1.596879155E2,1.111208517E-2,-1.969694819E0,-4.784374865E0
1.596978845E2,-2.427282092E-1,-1.712361197E0,-4.894448115E0
1.597078535E2,-4.926132276E-1,-1.472790831E0,-4.986827105E0
1.597178225E2,-6.285740016E-1,-1.387527317E0,-5.109717452E0
1.597277915E2,-6.490460537E-1,-1.316069080E0,-4.926370404E0
1.597377605E2,-7.474698959E-1,-1.168046815E0,-4.402883804E0
1.597477295E2,-9.253501629E-1,-1.113600467E0,-4.012470478E0
1.597576985E2,-1.013159481E0,-1.013743472E0,-3.754117686E0
1.597676685E2,-8.120313428E-1,-6.946731931E-1,-3.128381996E0
1.597776375E2,-6.422978552E-1,-1.570842791E-1,-2.273286349E0
1.597876065E2,-5.361753131E-1,2.150442195E-1,-1.726261783E0
1.597975755E2,-5.423418598E-1,5.767073715E-1,-1.394315935E0
1.598075445E2,-6.311896073E-1,9.315661186E-1,-1.248075902E0
1.598175135E2,-5.584488559E-1,1.228353243E0,-1.154198270E0
1.598274825E2,-4.198016152E-1,1.582532544E0,-6.927284092E-1
1.598374515E2,-5.665219603E-1,1.857568027E0,2.118212342E-2
1.598474205E2,-9.879120082E-1,1.912455255E0,5.535892349E-1
1.598573895E2,-1.412492005E0,1.840878319E0,8.810268795E-1
1.598673585E2,-1.631031982E0,1.808886448E0,1.068832430E0
1.598773285E2,-1.548004005E0,1.910600519E0,1.221772787E0
1.598872975E2,-1.118048225E0,2.073665330E0,1.548802296E0
1.598972665E2,-7.429589883E-1,2.252597145E0,1.998250281E0
1.599072355E2,-5.603643306E-1,2.350491230E0,2.379074759E0
1.599172045E2,-4.508090344E-1,2.439935503E0,2.848068232E0
1.599271735E2,-2.260456827E-1,2.453513907E0,3.196730100E0
1.599371425E2,1.979677916E-1,2.329481599E0,3.577848693E0
1.599471115E2,6.837272785E-1,2.113939782E0,4.182972947E0
1.599570805E2,1.096849437E0,1.789997018E0,4.791849945E0
1.599670495E2,1.586922926E0,1.227186139E0,4.987224716E0
1.599770185E2,1.893443618E0,6.727467191E-1,4.669227401E0
1.599869875E2,1.644417282E0,4.375424695E-1,3.927518036E0
1.599969575E2,1.137039908E0,4.265268999E-1,3.087416988E0
1.600069265E2,9.173628663E-1,2.200278014E-1,2.391462670E0
1.600168955E2,1.039759854E0,-9.770872772E-2,2.154859766E0
1.600268645E2,1.305309033E0,-2.883571941E-1,2.473765154E0
1.600368335E2,1.448252845E0,-4.614482260E-1,2.751692669E0
1.600468025E2,1.515569938E0,-6.597612226E-1,2.666680001E0
1.600567715E2,1.588841397E0,-9.443498862E-1,2.094688409E0
1.600667405E2,1.628733880E0,-1.474826832E0,1.027474489E0
1.600767095E2,1.381278837E0,-1.977904894E0,2.232975644E-1
1.600866785E2,1.018276965E0,-2.247365642E0,5.315235972E-2
1.600966475E2,9.390568404E-1,-2.235940767E0,1.918050456E-1
1.601066175E2,1.340644488E0,-2.029905353E0,3.109707159E-1
1.601165865E2,1.864871199E0,-1.699964515E0,2.270678490E-1
1.601265555E2,2.563388352E0,-1.593428831E0,3.823201954E-2
1.601365245E2,3.119823427E0,-1.494433715E0,1.744826692E-1
1.601464935E2,3.423917232E0,-1.369810839E0,2.292786813E-1
1.601564625E2,3.713658462E0,-1.437101766E0,1.836277145E-1
1.601664315E2,3.549341762E0,-1.395208220E0,-2.449767011E-1
1.601764005E2,2.695538057E0,-1.206054887E0,-9.611021590E-1
1.601863695E2,1.923748568E0,-1.247688231E0,-1.716891035E0
1.601963385E2,1.147627607E0,-1.326412219E0,-2.333503314E0
1.602063075E2,5.089137299E-1,-1.349863063E0,-2.771839836E0
1.602162775E2,1.441920456E-1,-1.366791921E0,-2.891046436E0
1.602262465E2,5.803471170E-2,-1.372235094E0,-2.706604205E0
1.602362155E2,1.807406518E-1,-1.376193659E0,-2.393251918E0
1.602461845E2,3.117657910E-1,-1.322706254E0,-2.135562201E0
1.602561535E2,4.200595140E-1,-1.299282308E0,-2.124244330E0
1.602661233E2,5.031078833E-1,-1.339035189E0,-2.325264003E0
1.602760923E2,5.264467523E-1,-1.394715300E0,-2.493883084E0
1.602860612E2,4.096189450E-1,-1.463855116E0,-2.647432721E0
1.602960302E2,3.232297689E-1,-1.506743858E0,-2.877204908E0
1.603059993E2,2.148696801E-1,-1.516536775E0,-3.073708776E0
1.603159683E2,2.575274572E-2,-1.435419522E0,-3.175318181E0
1.603259382E2,-2.351207075E-1,-1.355789800E0,-3.294627108E0
1.603359073E2,-3.751506320E-1,-1.215933757E0,-3.438446978E0
1.603458763E2,-3.123091435E-1,-1.022811919E0,-3.350948074E0
1.603558453E2,-7.355439149E-2,-9.325847036E-1,-2.804074951E0
1.603658142E2,1.179223330E-1,-7.593083149E-1,-2.123395314E0
1.603757832E2,-9.476951513E-2,-4.127508599E-1,-1.856565229E0
1.603857523E2,-5.515128156E-1,-1.662386799E-1,-2.218879176E0
1.603957213E2,-1.031396509E0,-6.996953666E-2,-2.796810370E0
1.604056903E2,-1.378791139E0,-1.228312898E-1,-3.101282490E0
1.604156592E2,-1.507617432E0,-7.545656383E-2,-3.170477271E0
1.604256282E2,-1.471652378E0,1.144370270E-1,-3.352060214E0
1.604355983E2,-1.214335275E0,4.462899041E-1,-3.646162298E0
1.604455673E2,-6.670565743E-1,8.731758231E-1,-3.782615261E0
1.604555362E2,-1.012426021E-1,1.222390253E0,-3.439785406E0
1.604655053E2,3.073545419E-1,1.427356796E0,-2.808283192E0
1.604754743E2,4.252541073E-1,1.487278478E0,-1.903510185E0
1.604854433E2,3.534268371E-1,1.440522387E0,-9.432880318E-1
1.604954122E2,2.388466447E-1,1.324686121E0,-3.675887203E-1
1.605053812E2,-4.466349995E-3,1.288004199E0,-1.514194965E-1
1.605153503E2,-3.343597612E-1,1.389582029E0,8.314272881E-2
1.605253193E2,-5.969433789E-1,1.501700050E0,5.292718345E-1
1.605352883E2,-8.103698565E-1,1.634600830E0,9.511431813E-1
1.605452572E2,-9.279253498E-1,1.858170290E0,8.947514641E-1
1.605552273E2,-9.584133900E-1,2.065341818E0,6.524124420E-1
1.605651963E2,-1.152860573E0,2.177387334E0,8.070490766E-1
1.605751653E2,-1.519029005E0,2.062117664E0,1.094823888E0
1.605851342E2,-1.742126010E0,1.899901868E0,1.180612482E0
1.605951033E2,-1.763057287E0,1.640500086E0,1.159063738E0
1.606050723E2,-1.598721730E0,1.395843228E0,1.532059379E0
1.606150413E2,-1.165543915E0,1.221528958E0,2.568429821E0
1.606250103E2,-8.519021177E-1,9.559080774E-1,3.805831046E0
1.606349792E2,-7.381983315E-1,5.508001131E-1,4.785832576E0
1.606449483E2,-5.295074773E-1,7.298377633E-2,5.490063043E0
1.606549173E2,-1.283368727E-1,-3.431865352E-1,6.043506682E0
1.606648872E2,1.744799832E-1,-5.768962365E-1,6.347959507E0
1.606748562E2,7.598972940E-2,-7.911756402E-1,5.852251859E0
1.606848253E2,-3.826269184E-1,-1.079718191E0,4.870789695E0
1.606947943E2,-9.462336398E-1,-1.411050666E0,4.018151633E0
1.607047633E2,-1.434290571E0,-1.715351463E0,3.325032629E0
1.607147322E2,-1.635547202E0,-1.806075692E0,2.706550410E0
1.607247013E2,-1.429593356E0,-1.687476617E0,2.132259693E0
1.607346703E2,-1.079844125E0,-1.474856653E0,1.645104768E0
1.607446393E2,-7.981431093E-1,-1.335818635E0,1.172577238E0
1.607546083E2,-6.429025304E-1,-1.315960321E0,5.509568185E-1
1.607645772E2,-5.314919857E-1,-1.446152671E0,-1.991123110E-1
1.607745463E2,-3.651336572E-1,-1.613808716E0,-8.310197371E-1
1.607845163E2,-1.657073507E-1,-1.653382671E0,-1.358830352E0
1.607944852E2,1.648283497E-2,-1.559283430E0,-1.706384173E0
1.608044542E2,1.150208166E-1,-1.522771661E0,-1.834140573E0
1.608144233E2,1.002717542E-1,-1.572105789E0,-1.812024649E0
1.608243923E2,4.937357834E-2,-1.593433508E0,-1.755297301E0
1.608343613E2,2.014585063E-2,-1.512658902E0,-1.845749635E0
1.608443302E2,8.345803991E-3,-1.390874264E0,-2.000327212E0
1.608542993E2,4.534714909E-2,-1.239860564E0,-2.133174198E0
1.608642683E2,1.747407873E-1,-1.191977130E0,-2.202240924E0
1.608742373E2,2.330873566E-1,-1.238179489E0,-2.097147748E0
1.608842063E2,-7.006335706E-2,-1.284138604E0,-1.870776887E0
1.608941752E2,-4.815013617E-1,-1.296705440E0,-1.420292190E0
1.609041453E2,-8.747893623E-1,-1.242403518E0,-9.890881026E-1
1.609141143E2,-1.111490134E0,-1.221904934E0,-7.339378309E-1
1.609240832E2,-1.102586505E0,-1.116967878E0,-5.301588571E-1
1.609340522E2,-9.792590062E-1,-9.067376715E-1,-4.138963294E-1
1.609440213E2,-7.334362860E-1,-7.289191657E-1,-3.867453682E-1
1.609539903E2,-3.382436280E-1,-4.591227883E-1,-2.716557920E-1
1.609639593E2,6.246469019E-2,4.375471473E-3,1.207397407E-1
1.609739282E2,2.421737287E-1,3.729728365E-1,4.645390642E-1
1.609838973E2,1.508648516E-1,5.026734352E-1,5.452651387E-1
1.609938663E2,-2.088922908E-1,6.147487718E-1,4.903784949E-1
1.610038353E2,-6.395340957E-1,7.829433453E-1,4.343592453E-1
1.610138052E2,-8.923052815E-1,9.703963083E-1,3.453096592E-1
1.610237743E2,-9.443063244E-1,1.222018955E0,1.605008072E-1
1.610337433E2,-7.472851239E-1,1.598265647E0,-1.489619118E-1
1.610437123E2,-3.909809816E-1,2.008770007E0,-5.012233257E-1
1.610536812E2,1.540489163E-1,2.402376498E0,-7.084813929E-1
1.610636502E2,7.919862105E-1,2.623946210E0,-6.214619601E-1
1.610736193E2,1.107971425E0,2.683121787E0,-2.712692910E-1
1.610835883E2,9.909553378E-1,2.549264402E0,2.540767229E-1
1.610935573E2,7.693931539E-1,2.365630256E0,9.562770367E-1
1.611035262E2,6.652469341E-1,2.149584408E0,1.695653363E0
1.611134952E2,6.886213980E-1,1.879157116E0,1.994703945E0
1.611234643E2,8.051336749E-1,1.710395363E0,1.583974468E0
1.611334343E2,7.331412209E-1,1.860589283E0,8.483257413E-1
1.611434032E2,6.813178602E-1,2.217834279E0,2.209545851E-1
1.611533723E2,8.713196976E-1,2.414629338E0,-1.619591027E-1
1.611633413E2,9.212476833E-1,2.398468804E0,1.319207865E-1
1.611733103E2,6.953114898E-1,2.069006268E0,8.693897510E-1
1.611832792E2,6.455866948E-1,1.628585799E0,1.682549168E0
1.611932482E2,9.164568403E-1,9.632627052E-1,2.401684772E0
1.612032173E2,1.488142696E0,2.217942452E-1,3.356431593E0
1.612131863E2,2.174566053E0,-4.091010278E-1,4.390859005E0
1.612231553E2,2.750167131E0,-9.199488705E-1,4.852468030E0
1.612331242E2,3.109547237E0,-1.433354285E0,5.016521021E0
1.612430932E2,2.937968880E0,-1.650466665E0,5.095571283E0
1.612530623E2,2.582895248E0,-1.825143462E0,4.783260385E0
1.612630323E2,2.171640691E0,-1.929004045E0,3.876384135E0
1.612730005E2,1.723557738E0,-1.869281754E0,2.513058443E0
1.612829695E2,1.323980801E0,-1.761431031E0,1.066087747E0
1.612929385E2,1.035858300E0,-1.741082720E0,-2.954498667E-1
1.613029075E2,8.526719767E-1,-1.710274910E0,-1.276382273E0
1.613128765E2,6.953690848E-1,-1.585570173E0,-1.668436328E0
1.613228455E2,7.432534687E-1,-1.501766708E0,-1.685808406E0
1.613328145E2,1.031760132E0,-1.425240104E0,-1.667728230E0
1.613427835E2,1.352331757E0,-1.294368308E0,-1.691226436E0
1.613527525E2,1.500147030E0,-1.146737807E0,-1.686538138E0
1.613627215E2,1.349704895E0,-1.080031602E0,-1.676175703E0
1.613726905E2,1.186849561E0,-1.063722548E0,-1.756421136E0
1.613826605E2,1.161914109E0,-1.108655477E0,-2.058536244E0
1.613926295E2,1.191363173E0,-1.230645352E0,-2.509233195E0
1.614025985E2,1.147979902E0,-1.434804395E0,-2.981602265E0
1.614125675E2,9.728792553E-1,-1.716862383E0,-3.334027401E0
1.614225365E2,6.615987832E-1,-2.064805629E0,-3.594660022E0
1.614325055E2,2.712560617E-1,-2.377992439E0,-3.779108101E0
1.614424745E2,-1.122321881E-2,-2.509761198E0,-3.875972491E0
1.614524435E2,-9.498699501E-2,-2.404031845E0,-3.838187783E0
1.614624125E2,-8.165863238E-2,-2.224825210E0,-3.565830325E0
1.614723815E2,-6.741386488E-2,-2.043748051E0,-3.208935578E0
1.614823505E2,-8.185663372E-2,-1.758156590E0,-3.053339415E0
1.614923195E2,-8.450235263E-2,-1.396199323E0,-3.075716125E0
1.615022895E2,-1.106333401E-1,-9.566565210E-1,-3.014510980E0
1.615122585E2,-2.171896360E-1,-5.095760733E-1,-2.889555396E0
1.615222275E2,-3.476265454E-1,-7.717973828E-2,-2.611684014E0
1.615321965E2,-5.594500454E-1,3.275218445E-1,-2.176379274E0
1.615421655E2,-8.669720004E-1,7.293635541E-1,-1.760618268E0
1.615521345E2,-1.118425297E0,9.775141239E-1,-1.400487086E0
1.615621035E2,-1.137571785E0,1.264506578E0,-1.114436619E0
1.615720725E2,-1.186366288E0,1.585469601E0,-9.832824022E-1
1.615820415E2,-1.433722660E0,1.923826336E0,-1.104256616E0
1.615920105E2,-1.742949444E0,2.237303168E0,-1.355568191E0
1.616019795E2,-1.904082920E0,2.551806772E0,-1.634948739E0
1.616119485E2,-1.836814358E0,2.851349105E0,-1.882882378E0
1.616219185E2,-1.525359639E0,3.027824505E0,-1.937638628E0
1.616318875E2,-9.403037591E-1,3.037200515E0,-1.606517823E0
1.616418565E2,-2.757630955E-1,2.975111271E0,-9.670534551E-1
1.616518255E2,1.408668072E-1,2.932975066E0,-2.395920002E-1
1.616617945E2,3.776822571E-1,2.793439450E0,2.975197810E-1
1.616717635E2,4.838788761E-1,2.649586251E0,5.952073771E-1
1.616817325E2,4.315038306E-1,2.548230615E0,5.163372087E-1
1.616917015E2,1.714619245E-1,2.390028933E0,-5.760793805E-2
1.617016705E2,-3.676822758E-1,2.398607967E0,-6.200557047E-1
1.617116395E2,-9.759557679E-1,2.620229135E0,-7.673318642E-1
1.617216085E2,-1.036193272E0,2.938302464E0,-5.692895937E-1
1.617315775E2,-4.825044881E-1,3.043590937E0,-3.641324311E-1
1.617415465E2,1.354134015E-1,2.776524625E0,-2.685450733E-2
1.617515165E2,5.288918386E-1,2.163620065E0,3.303858107E-1
1.617614855E2,6.753990892E-1,1.236420647E0,8.190791380E-1
1.617714545E2,5.476494871E-1,5.080341625E-1,1.739717395E0
1.617814235E2,2.475623399E-1,-1.472445846E-2,2.924250435E0
1.617913925E2,2.476295829E-3,-5.078306794E-1,4.179166995E0
1.618013615E2,-6.688732311E-2,-9.586919367E-1,5.223230619E0
1.618113305E2,2.291216835E-2,-1.348718178E0,6.073683577E0
1.618212995E2,1.771083614E-1,-1.673334541E0,6.444348518E0
1.618312685E2,1.383417602E-1,-1.861193300E0,5.947565567E0
1.618412375E2,2.311323948E-1,-1.986999654E0,5.283532369E0
1.618512065E2,5.904123679E-2,-1.748998388E0,4.549585767E0
1.618611755E2,-7.307787996E-2,-1.451862769E0,3.683994952E0
1.618711455E2,-2.041569415E-1,-1.185316567E0,3.041248543E0
1.618811145E2,-4.681071083E-1,-1.029492655E0,2.440930114E0
1.618910835E2,-6.409356002E-1,-9.775494996E-1,1.753318604E0
1.619010525E2,-5.878446362E-1,-9.131564525E-1,9.853131402E-1
1.619110215E2,-2.643785667E-1,-7.567554206E-1,2.765101504E-1
1.619209905E2,1.538748886E-1,-6.186950576E-1,-4.655406922E-1
1.619309595E2,4.995151348E-1,-4.458858615E-1,-1.184161157E0
1.619409285E2,7.224367963E-1,-2.691058213E-1,-1.663662661E0
1.619508975E2,7.801017447E-1,-1.818823206E-1,-1.938928524E0
1.619608665E2,7.086645569E-1,-2.262656111E-1,-2.123435660E0
1.619708355E2,7.097226837E-1,-3.008655578E-1,-2.286074209E0
1.619808045E2,7.152497642E-1,-3.740113020E-1,-2.490591686E0
1.619907735E2,5.499778484E-1,-5.343939954E-1,-2.688438660E0
1.620007425E2,2.385121657E-1,-8.026168871E-1,-2.873978414E0
1.620107125E2,-6.424482018E-2,-1.030026214E0,-2.917717926E0
1.620206815E2,-3.475227207E-1,-1.162636971E0,-2.759985775E0
1.620306505E2,-5.407759755E-1,-1.286942344E0,-2.522637352E0
1.620406195E2,-6.260895196E-1,-1.365501441E0,-2.171407971E0
1.620505885E2,-7.008479990E-1,-1.379745843E0,-1.653886117E0
1.620605575E2,-7.643723691E-1,-1.385465004E0,-1.179666402E0
1.620705265E2,-7.802604966E-1,-1.418915756E0,-8.688313419E-1
1.620804955E2,-6.257136898E-1,-1.368511587E0,-6.987908024E-1
1.620904645E2,-3.774475279E-1,-1.163648540E0,-4.739390481E-1
1.621004335E2,-2.123757330E-1,-9.340523547E-1,-2.993289095E-1
1.621104025E2,-2.365536043E-1,-8.616725957E-1,-2.583370042E-1
1.621203715E2,-3.625639886E-1,-8.694230801E-1,-1.780377764E-1
1.621303415E2,-4.898801659E-1,-8.147001582E-1,1.931452274E-2
1.621403105E2,-4.267113796E-1,-6.634397060E-1,1.431369156E-1
1.621502795E2,-1.900239837E-1,-4.228706360E-1,2.477453578E-1
1.621602485E2,2.202252180E-1,-1.585262024E-1,5.101338977E-1
1.621702175E2,5.558192899E-1,4.143337011E-3,7.915785134E-1
1.621801865E2,6.645606172E-1,2.194518507E-2,8.912244236E-1
1.621901555E2,5.458005975E-1,2.208434880E-2,8.407968664E-1
1.622001245E2,3.408211903E-1,1.640225852E-1,6.841049355E-1
1.622100935E2,1.897387858E-1,4.682508767E-1,5.155987054E-1
1.622200625E2,2.874771150E-1,8.177237535E-1,6.180705750E-1
1.622300315E2,7.848277567E-1,1.084188387E0,9.868585593E-1
1.622400005E2,1.275004230E0,1.309706140E0,1.493427994E0
1.622499695E2,1.617889195E0,1.329109540E0,1.791030221E0
1.622599395E2,1.505758749E0,1.196963051E0,1.662171037E0
1.622699085E2,8.057356457E-1,1.057691145E0,1.020970631E0
1.622798775E2,-1.503811041E-1,1.025899833E0,2.954194611E-1
1.622898465E2,-9.012646776E-1,1.102648632E0,-2.615289992E-1
1.622998155E2,-1.274341010E0,1.460939110E0,-6.643308216E-1
1.623097845E2,-1.446056777E0,1.811225334E0,-1.220330864E0
1.623197535E2,-1.491517563E0,1.740766386E0,-1.294640788E0
1.623297225E2,-1.180992258E0,8.750755835E-1,-3.353144288E-1
1.623396915E2,-8.502421662E-1,5.675716817E-2,9.541691154E-1
1.623496605E2,-6.274701203E-1,-4.251469570E-1,2.170580006E0
1.623596295E2,-2.192033440E-1,-1.135810531E0,3.440661319E0
1.623695985E2,3.041515468E-1,-1.811893086E0,4.353554939E0
1.623795675E2,1.085464835E0,-2.159324116E0,4.517178159E0
1.623895365E2,1.896157750E0,-1.966780567E0,4.572167714E0
1.623995065E2,2.431216427E0,-1.430689124E0,3.840775176E0
1.624094755E2,2.775321268E0,-1.077854683E0,2.721539748E0
1.624194445E2,2.860021695E0,-9.798723060E-1,2.032185767E0
1.624294135E2,2.886137699E0,-1.230562906E0,1.469010022E0
1.624393825E2,2.791902217E0,-1.458279796E0,8.963828373E-1
1.624493515E2,2.702952326E0,-1.731250627E0,4.530182952E-1
1.624593205E2,2.778331414E0,-2.217370010E0,1.641231573E-1
1.624692895E2,2.739045142E0,-2.643873521E0,-1.822425091E-1
1.624792585E2,2.468429570E0,-3.011951653E0,-7.342489028E-1
1.624892275E2,1.919070503E0,-3.189774252E0,-1.356264009E0
1.624991965E2,1.212767636E0,-3.088600464E0,-1.920013366E0
1.625091655E2,7.235176541E-1,-2.706230568E0,-2.352644759E0
1.625191345E2,7.353483255E-1,-2.195564573E0,-2.609921079E0
1.625291045E2,1.013571564E0,-1.706442645E0,-2.836305388E0
1.625390735E2,1.282337954E0,-1.251936234E0,-3.071280427E0
1.625490425E2,1.390228439E0,-9.374566036E-1,-3.493799061E0
1.625590115E2,1.299547187E0,-6.416845554E-1,-3.941518609E0
1.625689805E2,1.128425790E0,-3.457522935E-1,-4.196108133E0
1.625789495E2,7.784336802E-1,2.065704346E-2,-4.212348189E0
1.625889185E2,4.511308140E-1,3.282129854E-1,-4.170069312E0
1.625988875E2,5.181159317E-2,5.973497969E-1,-4.253975687E0
1.626088565E2,-2.737678063E-1,9.791361415E-1,-4.451511004E0
1.626188255E2,-4.096670383E-1,1.477387328E0,-4.611538771E0
1.626287945E2,-1.652351515E-1,2.028138909E0,-4.641569486E0
1.626387635E2,3.412413128E-1,2.572363243E0,-4.580117004E0
1.626487325E2,8.326022860E-1,3.111030968E0,-4.376852000E0
1.626587015E2,9.458963285E-1,3.500577738E0,-3.790686758E0
1.626686715E2,7.758100346E-1,3.498435318E0,-2.687159289E0
1.626786405E2,4.141634010E-1,3.278826177E0,-1.566411186E0
1.626886095E2,4.083695412E-2,3.196667535E0,-8.900397778E-1
1.626985785E2,-2.965820338E-1,3.242325518E0,-6.608172297E-1
1.627085475E2,-5.591800502E-1,3.330519657E0,-8.024303609E-1
1.627185165E2,-7.601596695E-1,3.435487118E0,-1.225585172E0
1.627284855E2,-8.055587675E-1,3.509628643E0,-1.615172871E0
1.627384545E2,-6.767766201E-1,3.592976024E0,-1.674211623E0
1.627484235E2,-6.269345885E-1,3.662316985E0,-1.387732555E0
1.627583925E2,-7.773541380E-1,3.527024694E0,-5.651801705E-1
